VendName,Year of Po Date,Dept Desc_Num   ,Facility Dept,MnfrName,Unspsc Segment,And Filter,Direct Filter,Dwh Po Status,Exp_Code,Exp_Code_Desc,Facility,Has Contract,MfrCatno,MfrName,Po Date,Pono Release,PoType,REQ_SOURCE,SEARCH,Source Code,Unspsc Commodity,VendCatno,Dept Description,Dept Number,Expense Code Descrip,GHX_CONT_ID1,GHX_CONT_ID2,ItemDesc,Mmis Obj Code,MnfrCatNo,PO_QTY_CALC,Qty Invoiced,Qty Received,Po Qty,Qoe Conv Ea,Qty in EA,Qty in EA test,SPEND,SPEND_VALUE,ALIAS,ATTRIBUTE49,Buyer,Buyer Name,CATEGORY_CODE,CATEGORY_NAME,Commodity+MFR,Creation Method,Deliverto,Dept Desc_Num,Dwh Facility,Dwh Item Status,Dwh Po Line Status,Dwh Po Submit Type,Exp_Code_Filter_Check,Exp_Desc_Filter_Check,Ext Price,Facility Id,FacilityVend,Full Gl Account,GHX_CONT_ID1_1,GHX_CONT_ID1_CALC,GL_ENTITY,Has Contract (1),Has Contract Old,INVAMT,Item#,Mfr Name,MFR_VEN Name,Mmis Pkg String,Mmis Qoe,NonContract PunchOut,Null,PACKS_CONT_ID,pick Exp_Code,pick Exp_Desc,Po Create Date,Po Line Status,Po Lineno,Po Price,Po Status,Po Uom,PO_DATE,PO_PROCESSING_TYPE,PO_UPDATE_DATE,PunchOut Detail,Req Date,Reqno,Requisitioner,Service End,Service Start,Shipto,SPEND % (for Trend),Unspsc Class,Unspsc Code,Unspsc Family,Vend Name,VendCode
COOK MEDICAL INC,2025,"RADIOLOGY DIAGNOSTIC, 21008",MOUNT SINAI WEST,COOK MEDICAL,PERIPHERAL CATHETERS,True,True,CLOSED,903056,"903056, PERIPHERAL CATHETERS",MOUNT SINAI WEST,Yes,G04593,COOK MEDICAL,6/5/2025 12:00:00 AM,W1064560,GOODS,QSIGHT,INTRODUCER SHTH 7FR 4FR 15CM 20CM SETG04593G04593,ORAPOS,PERIPHERAL CATHETERS,G04593,RADIOLOGY DIAGNOSTIC,21008,PERIPHERAL CATHETERS,PP-CA-723,,INTRODUCER SHTH 7FR 4FR 15CM 20CM SET,903056,G04593,2,2,2,2,1,2,2,170.98,170.98,NF,NF,PERNELL JOURNEE,PERNELL JOURNEE,42203444,DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCER SETS,"PERIPHERAL CATHETERS 
 
COOK MEDICAL",Y,1000 10TH AVE W RM 4B25 RAD DIAG WEST RM RAD DIAG,"RADIOLOGY DIAGNOSTIC, 21008",MOUNT SINAI WEST,ACTIVE,CLOSED,EDI,TRUE,TRUE,170.98,MOUNT SINAI - WEST,MOUNT SINAI WEST,301-301-11-21008-903056-00000000000-000-0000-000-00000-00000----,False,PP-CA-723,MOUNT SINAI WEST,Yes,Yes,170.98,1894043,COOK MEDICAL,COOK MEDICAL,NF,1,No, ,NO,903056, PERIPHERAL CATHETERS,6/5/2025 12:00:00 AM,CLOSED,2-1-1,85.49,CLOSED,EACH,6/5/2025 12:00:00 AM,TOUCHLESS PO,6/9/2025 12:00:00 AM,NF,6/5/2025 12:00:00 AM,QS10717874,MELENDEZ RAFAEL,,,MOUNT SINAI WEST - RECVG MAIN,170.98,NF,NF,NF,COOK MEDICAL INC,4900
COOK MEDICAL INC,2025,"RADIOLOGY DIAGNOSTIC, 21008",MOUNT SINAI WEST,COOK MEDICAL,PERIPHERAL CATHETERS,True,True,CLOSED,903056,"903056, PERIPHERAL CATHETERS",MOUNT SINAI WEST,Yes,G06446,COOK MEDICAL,11/6/2025 12:00:00 AM,W1106443,GOODS,QSIGHT,INTRODUCER SHEATH 13CM 20CM LARGE 24FR PEEL-AWAY PERCUTANEOUS STERILE DISPOSABLE ACCEPTS .038IN GUIDEWIREG06446G06446,ORAPOS,PERIPHERAL CATHETERS,G06446,RADIOLOGY DIAGNOSTIC,21008,PERIPHERAL CATHETERS,PP-CA-711,,INTRODUCER SHEATH 13CM 20CM LARGE 24FR PEEL-AWAY PERCUTANEOUS STERILE DISPOSABLE ACCEPTS .038IN GUIDEWIRE,903056,G06446,2,2,2,2,1,2,2,103.98,103.98,NF,NF,PERNELL JOURNEE,PERNELL JOURNEE,42203403,DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCERS,"PERIPHERAL CATHETERS 
 
COOK MEDICAL",Y,1000 10TH AVE W RM 4B25 RAD DIAG WEST RM RAD DIAG,"RADIOLOGY DIAGNOSTIC, 21008",MOUNT SINAI WEST,ACTIVE,CLOSED,EDI,TRUE,TRUE,103.98,MOUNT SINAI - WEST,MOUNT SINAI WEST,301-301-11-21008-903056-00000000000-000-0000-000-00000-00000----,False,PP-CA-711,MOUNT SINAI WEST,Yes,Yes,103.98,8000826,COOK MEDICAL,COOK MEDICAL,NF,1,No, ,NO,903056, PERIPHERAL CATHETERS,11/6/2025 12:00:00 AM,CLOSED,2-1-1,51.99,CLOSED,EACH,11/6/2025 12:00:00 AM,TOUCHLESS PO,11/11/2025 12:00:00 AM,NF,11/6/2025 12:00:00 AM,QS11211909,MELENDEZ RAFAEL,,,MOUNT SINAI WEST - RECVG MAIN,103.98,NF,NF,NF,COOK MEDICAL INC,4900
COOK MEDICAL INC,2025,"RADIOLOGY DIAGNOSTIC, 21008",MOUNT SINAI WEST,COOK MEDICAL,PERIPHERAL CATHETERS,True,True,CLOSED,903056,"903056, PERIPHERAL CATHETERS",MOUNT SINAI WEST,Yes,G00992,COOK MEDICAL,6/5/2025 12:00:00 AM,W1064560,GOODS,QSIGHT,DILATOR VASCULAR STANDARD JCD CURVE 20CM VESSEL 9FR RADIOPAQUE STERILE DISPOSABLE ACCEPTS .038IN GUIDEWIREG00992G00992,ORAPOS,PERIPHERAL CATHETERS,G00992,RADIOLOGY DIAGNOSTIC,21008,PERIPHERAL CATHETERS,PP-CA-723,,DILATOR VASCULAR STANDARD JCD CURVE 20CM VESSEL 9FR RADIOPAQUE STERILE DISPOSABLE ACCEPTS .038IN GUIDEWIRE,903056,G00992,2,2,2,2,1,2,2,16.98,16.98,NF,NF,PERNELL JOURNEE,PERNELL JOURNEE,42203403,DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCERS,"PERIPHERAL CATHETERS 
 
COOK MEDICAL",Y,1000 10TH AVE W RM 4B25 RAD DIAG WEST RM RAD DIAG,"RADIOLOGY DIAGNOSTIC, 21008",MOUNT SINAI WEST,ACTIVE,CLOSED,EDI,TRUE,TRUE,16.98,MOUNT SINAI - WEST,MOUNT SINAI WEST,301-301-11-21008-903056-00000000000-000-0000-000-00000-00000----,False,PP-CA-723,MOUNT SINAI WEST,Yes,Yes,16.98,9402592,COOK MEDICAL,COOK MEDICAL,NF,1,No, ,NO,903056, PERIPHERAL CATHETERS,6/5/2025 12:00:00 AM,CLOSED,1-1-1,8.49,CLOSED,EACH,6/5/2025 12:00:00 AM,TOUCHLESS PO,6/9/2025 12:00:00 AM,NF,6/5/2025 12:00:00 AM,QS10717874,MELENDEZ RAFAEL,,,MOUNT SINAI WEST - RECVG MAIN,16.98,NF,NF,NF,COOK MEDICAL INC,4900
COOK MEDICAL INC,2025,"RADIOLOGY DIAGNOSTIC, 21008",MOUNT SINAI WEST,COOK MEDICAL,PERIPHERAL CATHETERS,True,True,CLOSED,903056,"903056, PERIPHERAL CATHETERS",MOUNT SINAI WEST,Yes,G00937,COOK MEDICAL,8/12/2025 12:00:00 AM,W1081762,GOODS,QSIGHT,DILATOR VASCULAR 20CM STANDARD JCD CURVE 6FR VESSEL RADIOPAQUE STERILE DISPOSABLE ACCEPTS .038IN GUIDEWIREG00937G00937,ORAPOS,PERIPHERAL CATHETERS,G00937,RADIOLOGY DIAGNOSTIC,21008,PERIPHERAL CATHETERS,PP-CA-723,,DILATOR VASCULAR 20CM STANDARD JCD CURVE 6FR VESSEL RADIOPAQUE STERILE DISPOSABLE ACCEPTS .038IN GUIDEWIRE,903056,G00937,3,3,3,3,1,3,3,25.47,25.47,NF,NF,PERNELL JOURNEE,PERNELL JOURNEE,42203403,DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCERS,"PERIPHERAL CATHETERS 
 
COOK MEDICAL",Y,1000 10TH AVE W RM 4B25 RAD DIAG WEST RM RAD DIAG,"RADIOLOGY DIAGNOSTIC, 21008",MOUNT SINAI WEST,ACTIVE,CLOSED,EDI,TRUE,TRUE,25.47,MOUNT SINAI - WEST,MOUNT SINAI WEST,301-301-11-21008-903056-00000000000-000-0000-000-00000-00000----,False,PP-CA-723,MOUNT SINAI WEST,Yes,Yes,25.47,9402600,COOK MEDICAL,COOK MEDICAL,NF,1,No, ,NO,903056, PERIPHERAL CATHETERS,8/12/2025 12:00:00 AM,CLOSED,1-1-1,8.49,CLOSED,EACH,8/12/2025 12:00:00 AM,TOUCHLESS PO,8/14/2025 12:00:00 AM,NF,8/12/2025 12:00:00 AM,QS10925581,MELENDEZ RAFAEL,,,MOUNT SINAI WEST - RECVG MAIN,25.47,NF,NF,NF,COOK MEDICAL INC,4900
COOK MEDICAL INC,2025,"RADIOLOGY DIAGNOSTIC, 21008",MOUNT SINAI WEST,COOK MEDICAL,PERIPHERAL CATHETERS,True,True,CLOSED,903056,"903056, PERIPHERAL CATHETERS",MOUNT SINAI WEST,Yes,G00993,COOK MEDICAL,8/6/2025 12:00:00 AM,W1080146,GOODS,QSIGHT,DILATOR VASCULAR 20CM STANDARD JCD CURVE 10FR VESSEL RADIOPAQUE STERILE DISPOSABLE ACCEPTS .038IN GUIDEWIREG00993G00993,ORAPOS,PERIPHERAL CATHETERS,G00993,RADIOLOGY DIAGNOSTIC,21008,PERIPHERAL CATHETERS,PP-CA-723,,DILATOR VASCULAR 20CM STANDARD JCD CURVE 10FR VESSEL RADIOPAQUE STERILE DISPOSABLE ACCEPTS .038IN GUIDEWIRE,903056,G00993,3,3,3,3,1,3,3,25.47,25.47,NF,NF,PERNELL JOURNEE,PERNELL JOURNEE,42203403,DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCERS,"PERIPHERAL CATHETERS 
 
COOK MEDICAL",Y,1000 10TH AVE W RM 4B25 RAD DIAG WEST RM RAD DIAG,"RADIOLOGY DIAGNOSTIC, 21008",MOUNT SINAI WEST,ACTIVE,CLOSED,EDI,TRUE,TRUE,25.47,MOUNT SINAI - WEST,MOUNT SINAI WEST,301-301-11-21008-903056-00000000000-000-0000-000-00000-00000----,False,PP-CA-723,MOUNT SINAI WEST,Yes,Yes,25.47,9429224,COOK MEDICAL,COOK MEDICAL,NF,1,No, ,NO,903056, PERIPHERAL CATHETERS,8/6/2025 12:00:00 AM,CLOSED,7-1-1,8.49,CLOSED,EACH,8/6/2025 12:00:00 AM,TOUCHLESS PO,8/8/2025 12:00:00 AM,NF,8/6/2025 12:00:00 AM,QS10908552,GETTES DONTE,,,MOUNT SINAI WEST - RECVG MAIN,25.47,NF,NF,NF,COOK MEDICAL INC,4900
COOK MEDICAL INC,2025,"RADIOLOGY NEURO INTERVENTIONAL, 21052",MOUNT SINAI WEST,COOK MEDICAL,PERIPHERAL CATHETERS,True,True,CLOSED,903056,"903056, PERIPHERAL CATHETERS",MOUNT SINAI WEST,Yes,G47942,COOK MEDICAL,6/3/2025 12:00:00 AM,W1063809,GOODS,QSIGHT,SET INTRODUCER 40CM 10CM 4FR .018IN MICROPUNCTURE TRANSITIONLESS-TIP NITINOL PLATINUM COAXIAL CATHETER GUIDEWIRE NEEDLE TIP STERILE DISPOSABLEG47942G47942,ORAPOS,PERIPHERAL CATHETERS,G47942,RADIOLOGY NEURO INTERVENTIONAL,21052,PERIPHERAL CATHETERS,PP-CA-711,,SET INTRODUCER 40CM 10CM 4FR .018IN MICROPUNCTURE TRANSITIONLESS-TIP NITINOL PLATINUM COAXIAL CATHETER GUIDEWIRE NEEDLE TIP STERILE DISPOSABLE,903056,G47942,4,4,4,4,1,4,4,114.52,114.52,NF,NF,PERNELL JOURNEE,PERNELL JOURNEE,42203444,DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCER SETS,"PERIPHERAL CATHETERS 
 
COOK MEDICAL",Y,1000 10TH AVE RM 4C-12 RAD NEURO INTRVNTNL,"RADIOLOGY NEURO INTERVENTIONAL, 21052",MOUNT SINAI WEST,ACTIVE,CLOSED,EDI,TRUE,TRUE,114.52,MOUNT SINAI - WEST,MOUNT SINAI WEST,301-301-11-21052-903056-00000000000-000-0000-000-00000-00000----,False,PP-CA-711,MOUNT SINAI WEST,Yes,Yes,114.52,2008441,COOK MEDICAL,COOK MEDICAL,NF,1,No, ,NO,903056, PERIPHERAL CATHETERS,6/3/2025 12:00:00 AM,CLOSED,1-1-1,28.63,CLOSED,EACH,6/3/2025 12:00:00 AM,TOUCHLESS PO,6/5/2025 12:00:00 AM,NF,6/3/2025 12:00:00 AM,QS10708823,MELENDEZ RAFAEL,,,MOUNT SINAI WEST - RECVG MAIN,114.52,NF,NF,NF,COOK MEDICAL INC,4900
COOK MEDICAL INC,2025,"RADIOLOGY DIAGNOSTIC, 21008",MOUNT SINAI WEST,COOK MEDICAL,PERIPHERAL CATHETERS,True,True,CLOSED,903056,"903056, PERIPHERAL CATHETERS",MOUNT SINAI WEST,Yes,G00995,COOK MEDICAL,7/21/2025 12:00:00 AM,W1075543,GOODS,QSIGHT,DILATOR VASCULAR 20CM STANDARD JCD CURVE 12FR VESSEL RADIOPAQUE STERILE DISPOSABLE ACCEPTS .038IN GUIDEWIREG00995G00995,ORAPOS,PERIPHERAL CATHETERS,G00995,RADIOLOGY DIAGNOSTIC,21008,PERIPHERAL CATHETERS,PP-CA-723,,DILATOR VASCULAR 20CM STANDARD JCD CURVE 12FR VESSEL RADIOPAQUE STERILE DISPOSABLE ACCEPTS .038IN GUIDEWIRE,903056,G00995,4,4,4,4,1,4,4,33.96,33.96,NF,NF,PERNELL JOURNEE,PERNELL JOURNEE,42203403,DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCERS,"PERIPHERAL CATHETERS 
 
COOK MEDICAL",Y,1000 10TH AVE W RM 4B25 RAD DIAG WEST RM RAD DIAG,"RADIOLOGY DIAGNOSTIC, 21008",MOUNT SINAI WEST,ACTIVE,CLOSED,EDI,TRUE,TRUE,33.96,MOUNT SINAI - WEST,MOUNT SINAI WEST,301-301-11-21008-903056-00000000000-000-0000-000-00000-00000----,False,PP-CA-723,MOUNT SINAI WEST,Yes,Yes,33.96,9429225,COOK MEDICAL,COOK MEDICAL,NF,1,No, ,NO,903056, PERIPHERAL CATHETERS,7/21/2025 12:00:00 AM,CLOSED,1-1-1,8.49,CLOSED,EACH,7/21/2025 12:00:00 AM,TOUCHLESS PO,7/23/2025 12:00:00 AM,NF,7/21/2025 12:00:00 AM,QS10853285,MCLEOD KENRICK,,,MOUNT SINAI WEST - RECVG MAIN,33.96,NF,NF,NF,COOK MEDICAL INC,4900
COOK MEDICAL INC,2025,"RADIOLOGY DIAGNOSTIC, 21008",MOUNT SINAI WEST,COOK MEDICAL,PERIPHERAL CATHETERS,True,True,CLOSED,903056,"903056, PERIPHERAL CATHETERS",MOUNT SINAI WEST,Yes,G00973,COOK MEDICAL,2/19/2025 12:00:00 AM,W1035245,GOODS,QSIGHT,DILATOR VASCULAR 20CM STANDARD JCD CURVE 7FR VESSEL RADIOPAQUE STERILE DISPOSABLE ACCEPTS .038IN GUIDEWIREG00973G00973,ORAPOS,PERIPHERAL CATHETERS,G00973,RADIOLOGY DIAGNOSTIC,21008,PERIPHERAL CATHETERS,PP-CA-723,,DILATOR VASCULAR 20CM STANDARD JCD CURVE 7FR VESSEL RADIOPAQUE STERILE DISPOSABLE ACCEPTS .038IN GUIDEWIRE,903056,G00973,4,4,4,4,1,4,4,33.96,33.96,NF,NF,PERNELL JOURNEE,PERNELL JOURNEE,42203403,DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCERS,"PERIPHERAL CATHETERS 
 
COOK MEDICAL",Y,1000 10TH AVE W RM 4B25 RAD DIAG WEST RM RAD DIAG,"RADIOLOGY DIAGNOSTIC, 21008",MOUNT SINAI WEST,ACTIVE,CLOSED,EDI,TRUE,TRUE,33.96,MOUNT SINAI - WEST,MOUNT SINAI WEST,301-301-11-21008-903056-00000000000-000-0000-000-00000-00000----,False,PP-CA-723,MOUNT SINAI WEST,Yes,Yes,33.96,9402601,COOK MEDICAL,COOK MEDICAL,NF,1,No, ,NO,903056, PERIPHERAL CATHETERS,2/19/2025 12:00:00 AM,CLOSED,1-1-1,8.49,CLOSED,EACH,2/19/2025 12:00:00 AM,TOUCHLESS PO,3/1/2025 12:00:00 AM,NF,2/19/2025 12:00:00 AM,QS10382824,MCLEOD KENRICK,,,MOUNT SINAI WEST - RECVG MAIN,33.96,NF,NF,NF,COOK MEDICAL INC,4900
COOK MEDICAL INC,2025,"RADIOLOGY DIAGNOSTIC, 21008",MOUNT SINAI WEST,COOK MEDICAL,PERIPHERAL CATHETERS,True,True,CLOSED,903056,"903056, PERIPHERAL CATHETERS",MOUNT SINAI WEST,Yes,G01315,COOK MEDICAL,5/20/2025 12:00:00 AM,W1060432,GOODS,QSIGHT,GUIDEWIRE VASCULAR 80CM 17CM 6CM STANDARD BENTSON .035IN FLOPPY TIPG01315G01315,ORAPOS,PERIPHERAL CATHETERS,G01315,RADIOLOGY DIAGNOSTIC,21008,PERIPHERAL CATHETERS,PP-CA-742,,GUIDEWIRE VASCULAR 80CM 17CM 6CM STANDARD BENTSON .035IN FLOPPY TIP,903056,G01315,17,17,17,17,1,17,17,390.83,390.83,NF,NF,PERNELL JOURNEE,PERNELL JOURNEE,42203404,VASCULAR IMAGING GUIDEWIRES,"PERIPHERAL CATHETERS 
 
COOK MEDICAL",Y,1000 10TH AVE W RM 4B25 RAD DIAG WEST RM RAD DIAG,"RADIOLOGY DIAGNOSTIC, 21008",MOUNT SINAI WEST,ACTIVE,CLOSED,EDI,TRUE,TRUE,390.83,MOUNT SINAI - WEST,MOUNT SINAI WEST,301-301-11-21008-903056-00000000000-000-0000-000-00000-00000----,False,PP-CA-742,MOUNT SINAI WEST,Yes,Yes,390.83,8279597,COOK MEDICAL,COOK MEDICAL,NF,1,No, ,NO,903056, PERIPHERAL CATHETERS,5/20/2025 12:00:00 AM,CLOSED,1-1-1,22.99,CLOSED,EACH,5/20/2025 12:00:00 AM,TOUCHLESS PO,5/24/2025 12:00:00 AM,NF,5/20/2025 12:00:00 AM,QS10667019,MCLEOD KENRICK,,,MOUNT SINAI WEST - RECVG MAIN,390.83,NF,NF,NF,COOK MEDICAL INC,4900
COOK MEDICAL INC,2025,"CARDIAC CATH LAB, 12501",MOUNT SINAI HOSPITAL,COOK MEDICAL,MED/SURG DISPOSABLE,True,True,CLOSED,903037,"903037, MED/SURG DISPOSABLE",MOUNT SINAI HOSPITAL,Yes,G03750,COOK MEDICAL,7/28/2025 12:00:00 AM,M3131356,GOODS,QSIGHT,GUIDEWIRE VASCULAR 260CM .032IN XSTIFF SHAFT J CURVE 3MM AMPLATZ STAINLESS STEEL PTFEG03750G03750,ORAPOS,MED/SURG DISPOSABLE,G03750,CARDIAC CATH LAB,12501,MED/SURG DISPOSABLE,PP-CA-742,,GUIDEWIRE VASCULAR 260CM .032IN XSTIFF SHAFT J CURVE 3MM AMPLATZ STAINLESS STEEL PTFE,903037,G03750,2,2,2,2,1,2,2,56.98,56.98,NF,NF,VEGA WILLIAM,VEGA WILLIAM,42203404,VASCULAR IMAGING GUIDEWIRES,"MED/SURG DISPOSABLE 
 
COOK MEDICAL",Y,12501 CARD CATH LAB GP5C RM280,"CARDIAC CATH LAB, 12501",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,56.98,MOUNT SINAI HOSPITAL,MOUNT SINAI HOSPITAL,101-101-11-12501-903037-00000000000-000-0000-000-00000-00000----,False,PP-CA-742,MOUNT SINAI HOSPITAL,Yes,Yes,56.98,2020761,COOK MEDICAL,COOK MEDICAL,NF,1,No, ,NO,903037, MED/SURG DISPOSABLE,7/28/2025 12:00:00 AM,CLOSED,1-1-1,28.49,CLOSED FOR INVOICING,EACH,7/28/2025 12:00:00 AM,TOUCHLESS PO,7/31/2025 12:00:00 AM,NF,7/28/2025 12:00:00 AM,QS10878691,RODRIGUEZ JORDAN,,,MOUNT SINAI HOSPITAL - RECVG MAIN,56.98,NF,NF,NF,COOK MEDICAL INC,4900
COOK MEDICAL INC,2025,"INTERVENTIONAL RADIOLOGY, 21050",MOUNT SINAI HOSPITAL,COOK MEDICAL,PERIPHERAL CATHETERS,True,True,CLOSED,903056,"903056, PERIPHERAL CATHETERS",MOUNT SINAI HOSPITAL,Yes,G06496,COOK MEDICAL,2/26/2025 12:00:00 AM,M3063066,GOODS,QSIGHT,INTRODUCER SHEATH PEEL-AWAY 15.5CM 20CM 14FR PERCUTANEOUS ACCEPTSG06496G06496,ORAPOS,PERIPHERAL CATHETERS,G06496,INTERVENTIONAL RADIOLOGY,21050,PERIPHERAL CATHETERS,PP-CA-711,,INTRODUCER SHEATH PEEL-AWAY 15.5CM 20CM 14FR PERCUTANEOUS ACCEPTS,903056,G06496,1,1,0,1,1,1,1,45.89,45.89,NF,NF,BUCHANAN   MRS. STEPHANIE,"BUCHANAN, MRS. STEPHANIE",42203403,DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCERS,"PERIPHERAL CATHETERS 
 
COOK MEDICAL",Y,21050 INTERVENTIONAL RADIOLOGY,"INTERVENTIONAL RADIOLOGY, 21050",MOUNT SINAI HOSPITAL,ACTIVE,CLOSED,EDI,TRUE,TRUE,45.89,MOUNT SINAI HOSPITAL,MOUNT SINAI HOSPITAL,101-101-11-21050-903056-00000000000-000-0000-000-00000-00000----,False,PP-CA-711,MOUNT SINAI HOSPITAL,Yes,Yes,45.89,2012585,COOK MEDICAL,COOK MEDICAL,NF,1,No, ,NO,903056, PERIPHERAL CATHETERS,2/26/2025 12:00:00 AM,CLOSED FOR INVOICING,2-1-1,45.89,CLOSED FOR INVOICING,EACH,2/26/2025 12:00:00 AM,TOUCHLESS PO,2/28/2025 12:00:00 AM,NF,2/26/2025 12:00:00 AM,QS10403679,RODRIGUEZ MICHAEL,,,MOUNT SINAI HOSPITAL - RECVG MAIN,45.89,NF,NF,NF,COOK MEDICAL INC,4900
COOK MEDICAL INC,2026,"CARDIAC CATHERIZATION, 12605",MOUNT SINAI MORNINGSIDE,COOK MEDICAL,MED/SURG DISPOSABLE,True,True,CLOSED,903037,"903037, MED/SURG DISPOSABLE",MOUNT SINAI MORNINGSIDE,Yes,G47949,COOK MEDICAL,3/4/2026 12:00:00 AM,W1133774,GOODS,QSIGHT,SET ACCESS .018IN 40CM 10CM MICROPUNCTURE 4FR 21GA COAXIAL CATHETER GUIDEWIRE ECHOGENIC NEEDLE TIP STERILE DISPOSABLE STAINLESS STEELG47949G47949,ORAPOS,MED/SURG DISPOSABLE,G47949,CARDIAC CATHERIZATION,12605,MED/SURG DISPOSABLE,PP-CA-711,,SET ACCESS .018IN 40CM 10CM MICROPUNCTURE 4FR 21GA COAXIAL CATHETER GUIDEWIRE ECHOGENIC NEEDLE TIP STERILE DISPOSABLE STAINLESS STEEL,903037,G47949,10,10,0,10,1,10,10,269.9,269.9,NF,NF,FORERO PAULO,FORERO PAULO,42203444,DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCER SETS,"MED/SURG DISPOSABLE 
 
COOK MEDICAL",Y,12605 MS MRNGSIDE CARD CATH 2,"CARDIAC CATHERIZATION, 12605",MOUNT SINAI MORNINGSIDE,ACTIVE,CLOSED,EDI,TRUE,TRUE,269.9,MOUNT SINAI MORNINGSIDE,MOUNT SINAI MORNINGSIDE,302-302-11-12605-903037-00000000000-000-0000-000-00000-00000----,False,PP-CA-711,,Yes,Yes,269.9,9404166,COOK MEDICAL,COOK MEDICAL,NF,1,No, ,NO,903037, MED/SURG DISPOSABLE,3/4/2026 12:00:00 AM,CLOSED FOR INVOICING,1-1-1,26.99,CLOSED FOR INVOICING,EACH,3/4/2026 12:00:00 AM,TOUCHLESS PO,3/6/2026 12:00:00 AM,NF,3/4/2026 12:00:00 AM,QS11604103,TORRES ERIKA,,,MOUNT SINAI MORNINGSIDE - RECVG MAIN,269.9,NF,NF,NF,COOK MEDICAL INC,4900
COOK MEDICAL INC,2025,"CARDIAC CATHERIZATION, 12605",MOUNT SINAI MORNINGSIDE,COOK MEDICAL,PERIPHERAL CATHETERS,True,True,CLOSED,903056,"903056, PERIPHERAL CATHETERS",MOUNT SINAI MORNINGSIDE,Yes,G11633,COOK MEDICAL,11/11/2025 12:00:00 AM,W1107871,GOODS,QSIGHT,INTRODUCER SHEATH OD7 FR ID.1 IN L55 CM RAABE MODIFICATION RADIOPAQUE BAND SHORT DILATOR TIP FLEXOR® HYDROPHILIC .038 ING11633G11633,ORAPOS,PERIPHERAL CATHETERS,G11633,CARDIAC CATHERIZATION,12605,PERIPHERAL CATHETERS,PP-CA-711,,INTRODUCER SHEATH OD7 FR ID.1 IN L55 CM RAABE MODIFICATION RADIOPAQUE BAND SHORT DILATOR TIP FLEXOR® HYDROPHILIC .038 IN,903056,G11633,1,1,0,1,1,1,1,56.99,56.99,NF,NF,FORERO PAULO,FORERO PAULO,42203403,DIAGNOSTIC OR INTERVENTIONAL VASCULAR CATHETER INTRODUCERS,"PERIPHERAL CATHETERS 
 
COOK MEDICAL",Y,12605 MS MRNGSIDE CARD CATH 2,"CARDIAC CATHERIZATION, 12605",MOUNT SINAI MORNINGSIDE,ACTIVE,CLOSED,EDI,TRUE,TRUE,56.99,MOUNT SINAI MORNINGSIDE,MOUNT SINAI MORNINGSIDE,302-302-11-12605-903056-00000000000-000-0000-000-00000-00000----,False,PP-CA-711,MOUNT SINAI MORNINGSIDE,Yes,Yes,56.99,2006187,COOK MEDICAL,COOK MEDICAL,NF,1,No, ,NO,903056, PERIPHERAL CATHETERS,11/11/2025 12:00:00 AM,CLOSED FOR INVOICING,3-1-1,56.99,CLOSED FOR INVOICING,EACH,11/11/2025 12:00:00 AM,TOUCHLESS PO,11/13/2025 12:00:00 AM,NF,11/11/2025 12:00:00 AM,QS11229120,TORRES ERIKA,,,MOUNT SINAI MORNINGSIDE - RECVG MAIN,56.99,NF,NF,NF,COOK MEDICAL INC,4900
